BookingID,BookingDate,CustomerID,CustomerName,Gender,Age,MobileNo,EmailID,City,Country,FlightID,FlightName,FlightNumber,SourceCity,SourceAirport,DestinationCity,DestinationAirport,FlightDate,DepartureTime,ArrivalTime,SeatClass,SeatNumber,PNRNumber,TicketPrice,TaxAmount,TotalAmount,PaymentMode,PaymentStatus,BookingStatus
2721,2025-11-12,CUST002721,Rachita Sha,Female,52.0,4150266344.0,cwagle@example.net,Muzaffarnagar,Thailand,FL002721,Lufthansa,AI439,Hyderabad,Rajiv Gandhi International Airport,Mumbai,Chhatrapati Shivaji Maharaj International Airport,2026-01-07,05:45,09:45,,1E,PNR2214203,32940,1647.0,34587.0,Credit Card,Paid,Waiting
4787,2026-05-21,CUST004787,Robert Natt,Female,,3229093515.0,watikabose@example.com,Moradabad,UK,FL004787,Singapore Airlines,AI2955,Bengaluru,Kempegowda International Airport,Goa,Manohar International Airport,2026-06-06,11:45,17:45,Business,10E,PNR3988824,10639,531.95,11170.95,Debit Card,Pending,Cancelled
1865,2026-02-16,CUST001865,,Female,N/A,9425656735.0,kumarnaksh@example.org,Kamarhati,India,FL001865,Air India,6E5313,Chennai,Chennai International Airport,Kolkata,Netaji Subhas Chandra Bose International Airport,,13:30,15:30,Business,1F,PNR7126243,5637,281.85,5918.85,Debit Card,Pending,Cancelled
3649,2025-08-19,CUST003649,Leela Varty,Female,22.0,6399654398.0,gaurav18@example.net,Hubli–Dharwad,India,FL003649,Thai Airways,UK6835,Pune,Pune International Airport,Bangkok,Suvarnabhumi Airport,,17:15,02:15,Economy,42C,PNR1177683,12176,608.8,12784.8,UPI,Pending,Confirmed
684,2025-08-22,CUST000684,Keya More,Male,,3052637162.0,michael23@example.com,Uluberia,UAE,FL000684,Etihad Airways,UK9751,Delhi,Indira Gandhi International Airport,Singapore,Singapore Changi Airport,2025-11-26,09:00,16:00,Business,27C,PNR6617735,37083,1854.15,38937.15,UPI,Refunded,Waiting
963,2026-02-15,CUST000963,Jeevika Bains,Female,68.0,6552114865.0,sahotakrishna@example.org,Dewas,UK,FL000963,British Airways,6E5698,London,Heathrow Airport,Dubai,Dubai International Airport,2026-05-19,06:30,12:30,Premium Economy,10D,PNR6672157,4019,200.95,4219.95,Net Banking,Refunded,Confirmed
1695,2026-01-02,CUST001695,Lekha Borah,Male,,911247720.0,tnagar@example.com,Begusarai,India,FL001695,SpiceJet,SG5416,Kolkata,Netaji Subhas Chandra Bose International Airport,Chennai,Chennai International Airport,,05:15,11:15,Business,47F,PNR2488461,57754,2887.7,60641.7,UPI,Refunded,Cancelled
525,2026-03-15,CUST000525,Udyati Gade,Female,43.0,5178065672.0,user@,Tadipatri,Thailand,FL000525,Akasa Air,SG5271,Singapore,Singapore Changi Airport,Delhi,Indira Gandhi International Airport,2026-06-15,10:45,15:45,Business,27A,PNR2620229,32561,1628.05,34189.05,Net Banking,Pending,Waiting
2404,2026-01-20,CUST002404,Jack Bahl,Female,55.0,3871456606.0,kritika18@example.net,Dibrugarh,India,FL002404,Thai Airways,AI9401,Doha,Hamad International Airport,Ahmedabad,Sardar Vallabhbhai Patel International Airport,2026-05-18,14:15,22:15,Economy,46A,PNR1644717,64037,3201.85,67238.85,Credit Card,Paid,Waiting
1827,2025-12-06,CUST001827,Suhani Raju,Male,,7703886358.0,jairajchauhan@example.com,,Thailand,FL001827,Thai Airways,QP576,Bangkok,Suvarnabhumi Airport,,Manohar International Airport,2026-04-05,22:15,00:15,Premium Economy,28D,PNR1318985,25139,1256.95,26395.95,Debit Card,Paid,Confirmed
2333,2026-01-09,CUST002333,Yachana Kar,Male,24.0,7693995254.0,dhriti19@example.org,Agra,India,FL002333,Qatar Airways,AI7668,Goa,Manohar International Airport,Bangkok,Suvarnabhumi Airport,2026-04-03,14:30,23:30,First Class,20A,PNR7609127,23876,1193.8,25069.8,Credit Card,Refunded,Cancelled
3538,2026-01-31,CUST003538,,Male,,5359995520.0,qbath@example.net,Bhilai,Singapore,FL003538,British Airways,UK8706,Dubai,Dubai International Airport,Chennai,Chennai International Airport,31-02-2026,19:00,23:00,,22D,PNR9797581,25337,1266.85,26603.85,Net Banking,Paid,Waiting
2748,2025-10-02,CUST002748,Jairaj Shukla,Male,32.0,862574454.0,kadakiairya@example.com,Shahjahanpur,Singapore,FL002748,Vistara,QP8190,Dubai,Dubai International Airport,Singapore,Singapore Changi Airport,2026-01-14,21:45,22:45,Premium Economy,2D,PNR8585802,15493,774.65,16267.65,Credit Card,,Cancelled
179,2025-09-16,CUST000179,Janani Shankar,Male,37.0,4124562166.0,panini74@example.org,Sagar,Thailand,FL000179,Emirates,QR4630,Hyderabad,Rajiv Gandhi International Airport,Goa,Manohar International Airport,2025-10-07,21:00,07:00,First Class,10B,PNR8768822,61142,3057.1,64199.1,Net Banking,Paid,Cancelled
347,2026-02-14,CUST000347,Tanay Loyal,Male,19.0,2415669143.0,ikshitabala@example.com,Berhampore,UAE,FL000347,INDIGO ,EK8864,Goa,Manohar International Airport,Hyderabad,Rajiv Gandhi International Airport,2026-03-27,12:45,16:45,,42F,PNR8594001,35781,1789.05,37570.05,Debit Card,Refunded,Waiting
3959,2026-04-13,CUST003959,,Male,34.0,,hemanginigola@example.com,Jodhpur,India,FL003959,Lufthansa,UK865,Pune,Pune International Airport,London,Heathrow Airport,,11:15,18:15,First Class,47A,PNR9440609,47983,2399.15,50382.15,Credit Card,Pending,Cancelled
1545,2025-11-18,CUST001545,Champak Palla,Male,,3388921568.0,ravipranit@example.net,Chittoor,Singapore,FL001545,Qatar Airways,QR6377,Mumbai,Chhatrapati Shivaji Maharaj International Airport,Doha,Hamad International Airport,2026-02-03,05:15,06:15,,27A,PNR8821994,16059,802.95,16861.95,Debit Card,Paid,Cancelled
167,2026-02-04,CUST000167,Gayathri Narang,Female,63.0,,snarula@example.org,Mysore,Singapore,FL000167,SpiceJet,QR9756,Dubai,Dubai International Airport,Pune,Pune International Airport,2026-05-05,15:45,16:45,First Class,5E,PNR1197842,68809,3440.45,72249.45,Net Banking,,Cancelled
4806,2025-08-30,CUST004806,Chatura Chaudhary,Female,21.0,3329053240.0,dramesh@example.com,Kota,Singapore,FL004806,Thai Airways,6E9797,,Sardar Vallabhbhai Patel International Airport,Hyderabad,Rajiv Gandhi International Airport,2025-10-19,23:15,02:15,Premium Economy,18B,PNR3950829,64987,3249.35,68236.35,UPI,Paid,Waiting
4845,2025-12-05,CUST004845,Rushil Gole,Male,41.0,2751257376.0,pallaudyati@example.org,Pondicherry,UK,FL004845,Air India,EK3311,Ahmedabad,Sardar Vallabhbhai Patel International Airport,Kolkata,Netaji Subhas Chandra Bose International Airport,2026-02-22,13:30,19:30,Business,18D,PNR3048141,51108,2555.4,53663.4,UPI,Paid,Waiting
3344,2025-08-21,CUST003344,Neha Ben,Female,18.0,,dbanerjee@example.org,Unnao,UK,FL003344,British Airways,6E6185,Ahmedabad,Sardar Vallabhbhai Patel International Airport,,Chhatrapati Shivaji Maharaj International Airport,2025-11-14,17:00,18:00,First Class,37F,PNR1376100,22737,1136.85,23873.85,UPI,Pending,Cancelled
4356,2025-08-19,CUST004356,Oni Verma,Male,69.0,7385830088.0,agastya18@example.net,Durg,India,FL004356,Qatar Airways,AI8013,Hyderabad,Rajiv Gandhi International Airport,Delhi,Indira Gandhi International Airport,2025-12-02,00:45,01:45,Premium Economy,43C,PNR8814027,22667,1133.35,23800.35,UPI,,Cancelled
3631,2025-11-22,CUST003631,Nitara Swamy,Female,19.0,,sundaramjanya@example.net,Alwar,UAE,FL003631,Etihad Airways,UK4356,,Indira Gandhi International Airport,Bangkok,Suvarnabhumi Airport,2026-01-06,06:45,11:45,,43E,PNR6620435,44503,2225.15,46728.15,Debit Card,Paid,Waiting
980,2025-11-19,CUST000980,Suhani Wali,Male,70.0,8609311377.0,andrew24@example.com,New Delhi,India,FL000980,Qatar Airways,AI9428,Bangkok,Suvarnabhumi Airport,Doha,Hamad International Airport,2026-01-09,22:30,07:30,Business,50A,PNR5597582,17768,888.4,18656.4,Credit Card,Refunded,Cancelled
3046,2026-02-04,CUST003046,Rachita Choudhury,Female,46.0,2068801101.0,ikapur@example.org,Muzaffarnagar,Thailand,FL003046,IndiGo,QR2982,Mumbai,Chhatrapati Shivaji Maharaj International Airport,Jaipur,Jaipur International Airport,2026-04-20,13:30,23:30,Economy,19F,PNR5230567,22883,1144.15,24027.15,Debit Card,Paid,Waiting
2869,2025-07-11,CUST002869,,Male,70.0,9778258728.0,hpatel@example.com,Mango,Singapore,FL002869,Thai Airways,AI8164,Delhi,Indira Gandhi International Airport,,Dubai International Airport,2025-11-01,16:45,22:45,Premium Economy,38B,PNR4665052,45285,2264.25,47549.25,UPI,Refunded,Confirmed
2050,2025-09-24,CUST002050,Waida Soman,Female,,98765,ethan10@example.com,Karaikudi,Singapore,FL002050,Lufthansa,QR4946,Bengaluru,Kempegowda International Airport,,Heathrow Airport,2025-10-19,11:00,16:00,,28B,PNR8309094,14109,705.45,14814.45,Debit Card,Refunded,
20,2026-01-09,CUST000020,Hitesh Dewan,Female,29.0,3722757829.0,advikababu@example.net,Gopalpur,Singapore,FL000020,Air India,SG5421,Kolkata,Netaji Subhas Chandra Bose International Airport,Singapore,Singapore Changi Airport,2026-03-21,00:00,04:00,Premium Economy,33A,PNR7065514,59603,2980.15,62583.15,Credit Card,Pending,
1169,2025-09-25,CUST001169,Jeremiah Bir,Male,51.0,8884394695.0,vrishti83@example.net,Parbhani,India,FL001169,Qatar Airways,AI8558,,Singapore Changi Airport,Hyderabad,Rajiv Gandhi International Airport,2025-11-22,03:15,09:15,Economy,7C,PNR1624837,60667,3033.35,63700.35,Net Banking,Paid,Cancelled
2518,2026-03-25,CUST002518,Nitesh Kala,Male,32.0,9557301822.0,abhimanyudutt@example.net,Nangloi Jat,Thailand,FL002518,Thai Airways,EK4349,Kolkata,Netaji Subhas Chandra Bose International Airport,Bangkok,Suvarnabhumi Airport,2026-05-07,09:30,12:30,First Class,16A,PNR2356219,46767,2338.35,49105.35,Debit Card,Refunded,Cancelled
1366,2025-11-29,CUST001366,Mugdha Pandit,Female,64.0,5743949904.0,aryanwagle@example.com,North Dumdum,UAE,FL001366,Lufthansa,6E1937,Dubai,Dubai International Airport,Kolkata,Netaji Subhas Chandra Bose International Airport,2025-12-10,18:45,20:45,Premium Economy,49A,PNR4918865,21104,1055.2,22159.2,UPI,Refunded,Cancelled
4412,2025-07-09,CUST004412,Widisha Randhawa,Male,N/A,4375379176.0,saikakar@example.net,Hyderabad,India,FL004412,spice jet,QR1825,Goa,Manohar International Airport,London,Heathrow Airport,2025-07-11,16:15,01:15,,37C,PNR2413463,55836,2791.8,58627.8,Net Banking,Paid,Cancelled
4594,2026-03-15,CUST004594,Balvan Bail,Female,N/A,6464402594.0,xtak@example.com,Farrukhabad,Singapore,FL004594,Lufthansa,6E8182,Ahmedabad,Sardar Vallabhbhai Patel International Airport,Delhi,Indira Gandhi International Airport,2026-06-28,01:15,06:15,Business,49D,PNR8808165,46728,2336.4,49064.4,UPI,Paid,Waiting
1867,2025-08-14,CUST001867,,Female,71.0,8337530312.0,guneet29@example.com,Jaunpur,India,FL001867,indigo,AI7676,,Netaji Subhas Chandra Bose International Airport,Pune,Pune International Airport,2025-09-09,22:00,07:00,,33F,PNR8085697,50870,2543.5,53413.5,Debit Card,Refunded,Cancelled
4472,2026-05-25,CUST004472,,Male,65.0,7825490494.0,ekaja63@example.net,Bhiwani,UK,FL004472,Air India,UK6201,Singapore,Singapore Changi Airport,Pune,Pune International Airport,2026-08-10,00:45,03:45,First Class,28B,PNR9635963,64362,3218.1,67580.1,Net Banking,Refunded,Waiting
3481,2026-05-27,CUST003481,,Male,62.0,3919664204.0,nakulthakur@example.org,Uluberia,India,FL003481,SpiceJet,SG5134,Ahmedabad,Sardar Vallabhbhai Patel International Airport,Bangkok,Suvarnabhumi Airport,2026-08-09,21:30,04:30,Economy,18B,PNR5716187,50722,2536.1,53258.1,UPI,,Cancelled
4232,2025-09-29,CUST004232,     ,Female,18.0,6398291965.0,manderadya@example.com,Kumbakonam,Thailand,FL004232,Akasa Air,UK5197,Ahmedabad,Sardar Vallabhbhai Patel International Airport,London,Heathrow Airport,2025-12-31,22:00,08:00,First Class,7F,PNR9151795,59093,2954.65,62047.65,Credit Card,Refunded,Cancelled
1033,2026-06-08,CUST001033,Nidra Kari,Female,41.0,1951095326.0,xpandit@example.net,Aurangabad,Thailand,FL001033,Akasa Air,SG2292,Singapore,Singapore Changi Airport,Doha,Hamad International Airport,2026-07-25,05:45,09:45,Economy,7E,,60646,3032.3,63678.3,UPI,Refunded,Confirmed
2142,2025-08-08,CUST002142,Wazir Loke,Male,65.0,773290110.0,farajkonda@example.com,Dhule,Thailand,FL002142,Vistara,EK3811,Chennai,Chennai International Airport,,Hamad International Airport,2025-12-06,11:00,16:00,Premium Economy,38A,PNR6464024,39464,1973.2,41437.2,Debit Card,Paid,Confirmed
4322,2025-10-12,CUST004322,Upadhriti Dutta,Female,51.0,98765,advaybhagat@example.net,Giridih,Thailand,FL004322,Akasa Air,6E4554,Mumbai,Chhatrapati Shivaji Maharaj International Airport,Doha,Hamad International Airport,2025-12-28,14:30,23:30,Business,9F,,65451,3272.55,68723.55,Net Banking,,Cancelled
4554,2026-06-19,CUST004554,Ikshita Kaul,Female,59.0,4647763735.0,wadhwachaitaly@example.net,Raurkela Industrial Township,India,FL004554,Vistara,QR7375,Kolkata,Netaji Subhas Chandra Bose International Airport,Hyderabad,Rajiv Gandhi International Airport,2026-08-03,03:45,06:45,Premium Economy,48E,PNR9331765,2949,147.45,3096.45,Credit Card,Pending,Cancelled
2901,2026-04-28,CUST002901,Adya Mallick,Female,,,janakiborra@example.com,Amravati,Thailand,FL002901,Thai Airways,UK8845,Pune,Pune International Airport,Ahmedabad,Sardar Vallabhbhai Patel International Airport,2026-07-03,07:45,08:45,Business,8A,PNR1318454,72487,3624.35,76111.35,Credit Card,Paid,Confirmed
2843,2026-02-27,CUST002843,Vyanjana Shere,Female,38.0,9286890389.0,indali22@example.net,Gopalpur,UAE,FL002843,Thai Airways,EK5634,Doha,Hamad International Airport,London,Heathrow Airport,2026-03-09,16:30,19:30,Premium Economy,46E,PNR2037339,29853,1492.65,31345.65,UPI,Paid,Confirmed
194,2025-10-27,CUST000194,Pallavi Sagar,Male,47.0,4141788290.0,shroffadvik@example.com,Ludhiana,UK,FL000194,Vistara,EK1669,Delhi,Indira Gandhi International Airport,Hyderabad,Rajiv Gandhi International Airport,2026-01-24,13:15,22:15,Economy,23C,PNR5341070,68626,3431.3,72057.3,Credit Card,Paid,Waiting
3429,2025-07-19,CUST003429,Devansh Toor,Female,18.0,6939495375.0,,Alappuzha,Singapore,FL003429,Singapore Airlines,AI5563,Chennai,Chennai International Airport,Doha,Hamad International Airport,2025-10-09,00:00,08:00,Business,18F,PNR1775517,74674,3733.7,78407.7,UPI,Paid,Confirmed
2362,2026-05-28,CUST002362,Chakrika Narula,Female,53.0,,hverma@example.net,Ratlam,UAE,FL002362,IndiGo,AI2149,Bangkok,Suvarnabhumi Airport,Goa,Manohar International Airport,2026-08-23,00:45,03:45,,27A,PNR3751863,25253,1262.65,26515.65,Debit Card,Pending,Confirmed
3726,2025-11-01,CUST003726,Ijaya Ganesh,Female,,9651283714.0,user@,Bongaigaon,UK,FL003726,Vistara,EK2269,Hyderabad,Rajiv Gandhi International Airport,Goa,Manohar International Airport,2026-02-09,10:30,11:30,Premium Economy,30A,PNR9624009,15464,773.2,16237.2,UPI,Pending,Cancelled
3666,2026-01-31,CUST003666,Upasna Bhatnagar,Female,43.0,7286804607.0,,Karawal Nagar,Thailand,FL003666,Thai Airways,6E938,Mumbai,Chhatrapati Shivaji Maharaj International Airport,Chennai,Chennai International Airport,2026-03-09,02:15,11:15,,3F,PNR2328816,4867,243.35,5110.35,Debit Card,Pending,Waiting
3513,2025-11-02,CUST003513,Caleb Pillai,Female,22.0,1413113972.0,,Sirsa,UK,FL003513,Lufthansa,SG5672,,Manohar International Airport,Delhi,Indira Gandhi International Airport,,19:30,23:30,Premium Economy,24F,PNR9001876,73684,3684.2,77368.2,UPI,Refunded,Confirmed
139,2026-05-24,CUST000139,Nikita Gill,Female,68.0,7632334650.0,balagirindra@example.org,Kavali,Thailand,FL000139,Singapore Airlines,AI649,Doha,Hamad International Airport,Bangkok,Suvarnabhumi Airport,2026-08-21,06:30,11:30,Economy,37A,PNR2827066,43437,2171.85,45608.85,Net Banking,Refunded,Cancelled
2070,2025-10-02,CUST002070,,Female,42.0,3145783442.0,nakshseshadri@example.net,Pallavaram,India,FL002070,Akasa Air,SG9686,Hyderabad,Rajiv Gandhi International Airport,Singapore,Singapore Changi Airport,2025-10-05,03:15,04:15,,29B,PNR4613737,9098,454.9,9552.9,UPI,Paid,Cancelled
3762,2025-07-22,CUST003762,Xalak Ray,Female,72.0,,xnayar@example.com,Etawah,Singapore,FL003762,Emirates,6E6824,Jaipur,Jaipur International Airport,Delhi,Indira Gandhi International Airport,2025-07-31,05:30,12:30,Premium Economy,30B,PNR1625835,40921,2046.05,42967.05,UPI,Pending,
3041,2026-01-19,CUST003041,Tanay Johal,Female,71.0,9398635245.0,mandaavi@example.com,,UAE,FL003041,Emirates,EK9410,Kolkata,Netaji Subhas Chandra Bose International Airport,Doha,Hamad International Airport,2026-03-03,22:00,05:00,Premium Economy,43A,PNR8075272,51089,2554.45,53643.45,UPI,,Cancelled
339,2026-04-06,CUST000339,,Female,50.0,2391281552.0,balveeragate@example.org,,India,FL000339,Akasa Air,UK8329,,Chhatrapati Shivaji Maharaj International Airport,,Suvarnabhumi Airport,2026-06-25,16:00,22:00,Economy,25F,PNR3520061,63845,3192.25,67037.25,Debit Card,Refunded,Waiting
1724,2025-06-30,CUST001724,Chandresh Mani,Male,45.0,1698443055.0,maanav77@example.org,Chandigarh,UK,FL001724,Qatar Airways,UK3355,Ahmedabad,Sardar Vallabhbhai Patel International Airport,Jaipur,Jaipur International Airport,2025-07-14,12:45,22:45,First Class,8A,PNR3168255,2710,135.5,2845.5,Credit Card,Refunded,Confirmed
3791,2025-08-13,CUST003791,Rushil Lal,Male,,7349472698.0,unnatibajwa@example.org,Thanjavur,Thailand,FL003791,Qatar Airways,QP6606,,Heathrow Airport,Delhi,Indira Gandhi International Airport,2025-11-04,15:15,00:15,Business,2D,PNR6461137,56580,2829.0,59409.0,UPI,Refunded,Cancelled
2926,2026-03-16,CUST002926,Urvi Chaudhary,Male,20.0,6399063434.0,user@,Bathinda,India,FL002926,SpiceJet,EK5254,Delhi,Indira Gandhi International Airport,Mumbai,Chhatrapati Shivaji Maharaj International Airport,2026-06-09,15:45,22:45,,22A,PNR9574619,9251,462.55,9713.55,Debit Card,Paid,Confirmed
840,2025-10-15,CUST000840,Yutika Som,Female,18.0,8093726823.0,user@,,UK,FL000840,SpiceJet,AI5532,Chennai,Chennai International Airport,Singapore,Singapore Changi Airport,2025-12-27,05:30,09:30,First Class,47F,PNR4763495,50503,2525.15,53028.15,UPI,Paid,Waiting
4008,2026-05-23,CUST004008,,Female,65.0,4873358631.0,demo#mail.com,Chandigarh,UK,FL004008,Qatar Airways,QR819,Doha,Hamad International Airport,Singapore,Singapore Changi Airport,2026-06-10,19:30,03:30,Economy,12E,PNR5533913,25682,1284.1,26966.1,Net Banking,Paid,Confirmed
4560,2025-07-05,CUST004560,Mason Bahri,Male,29.0,2449762627.0,,Kochi,Singapore,FL004560,Emirates,SG5774,Goa,Manohar International Airport,,Kempegowda International Airport,2025-10-07,05:30,11:30,Premium Economy,38A,PNR1476207,69339,3466.95,72805.95,Debit Card,Paid,Cancelled
4101,2025-12-17,CUST004101,Unnati Vig,Female,,3162331080.0,vohragaurav@example.net,Bijapur,UAE,FL004101,Vistara,UK5718,Kolkata,Netaji Subhas Chandra Bose International Airport,Delhi,Indira Gandhi International Airport,2026-03-22,08:15,18:15,Premium Economy,20E,PNR6783922,42716,2135.8,44851.8,Credit Card,Pending,Cancelled
362,2026-03-07,CUST000362,Xiti Bala,Male,59.0,,test.mail,Howrah,Singapore,FL000362,Lufthansa,EK7889,Kolkata,Netaji Subhas Chandra Bose International Airport,Dubai,Dubai International Airport,2026-06-29,18:45,20:45,Business,44F,PNR9585064,23116,1155.8,24271.8,Net Banking,Pending,Waiting
3460,2025-10-08,CUST003460,Darpan Banik,Female,45.0,1434202681.0,tanveerkorpal@example.org,Sultan Pur Majra,Thailand,FL003460,Etihad Airways,QR6160,Dubai,Dubai International Airport,Kolkata,Netaji Subhas Chandra Bose International Airport,2026-01-22,23:00,06:00,Economy,48B,PNR6926306,3767,188.35,3955.35,Debit Card,Pending,Confirmed
1121,2025-08-05,CUST001121,Praneel Sen,Male,66.0,7118708173.0,tailorubika@example.org,Morena,Singapore,FL001121,SpiceJet,6E1552,London,Heathrow Airport,Ahmedabad,Sardar Vallabhbhai Patel International Airport,2025-10-27,03:30,07:30,Premium Economy,48F,PNR5870243,17529,876.45,18405.45,Net Banking,Paid,Waiting
620,2026-03-21,CUST000620,Shaurya Parmer,Female,57.0,3820640851.0,msur@example.org,Tirunelveli,Singapore,FL000620,Emirates,SG7849,Dubai,Dubai International Airport,Singapore,Singapore Changi Airport,2026-03-27,01:45,05:45,Premium Economy,31F,PNR2333780,55940,2797.0,58737.0,Credit Card,Paid,Cancelled
4098,2025-10-10,CUST004098,,Female,56.0,8811959304.0,andrewsarma@example.com,Mehsana,UAE,FL004098,Vistara,AI570,Bengaluru,Kempegowda International Airport,Ahmedabad,Sardar Vallabhbhai Patel International Airport,,01:30,02:30,Economy,50D,PNR9431293,13154,657.7,13811.7,Credit Card,Refunded,Waiting
995,2026-04-20,CUST000995,Raagini Mukhopadhyay,Female,72.0,979090589.0,lkala@example.net,Kulti,Thailand,FL000995,IndiGo,6E6014,Chennai,Chennai International Airport,Ahmedabad,Sardar Vallabhbhai Patel International Airport,,22:45,04:45,Economy,16C,,70010,3500.5,73510.5,Credit Card,Paid,Waiting
3076,2025-09-27,CUST003076,,Male,24.0,6726976209.0,kmutti@example.net,Gorakhpur,UK,FL003076,Vistara,UK9212,,Dubai International Airport,Ahmedabad,Sardar Vallabhbhai Patel International Airport,2025-12-30,13:15,16:15,First Class,8F,PNR3276976,49247,2462.35,51709.35,Net Banking,Refunded,Cancelled
1426,2026-01-09,CUST001426,Rushil Parekh,Male,19.0,1367934392.0,vbrahmbhatt@example.org,Ghaziabad,Singapore,FL001426,Thai Airways,UK9494,Hyderabad,Rajiv Gandhi International Airport,,Chennai International Airport,2026-03-03,02:45,05:45,Business,19E,PNR8743466,19809,990.45,20799.45,Credit Card,Paid,
4687,2025-07-16,CUST004687,Manbir Nadig,Male,,4423087888.0,birinaya@example.net,Udupi,Singapore,FL004687,Vistara,UK8657,Pune,Pune International Airport,Goa,Manohar International Airport,2025-10-26,23:30,04:30,Economy,11D,PNR7133576,49435,2471.75,51906.75,Credit Card,,Confirmed
4450,2025-10-10,CUST004450,Amara Grewal,Female,36.0,7718582874.0,krishrana@example.com,Jorhat,Singapore,FL004450,Akasa Air,EK8511,Pune,Pune International Airport,Goa,Manohar International Airport,2025-12-24,16:15,00:15,Business,35A,PNR5379098,15319,765.95,16084.95,Debit Card,Refunded,Cancelled
2628,2025-11-03,CUST002628,,Female,59.0,3566170115.0,,New Delhi,Singapore,FL002628,Vistara,QP5927,Goa,Manohar International Airport,Delhi,Indira Gandhi International Airport,2025-11-07,14:00,17:00,First Class,3B,PNR4610535,34570,1728.5,36298.5,Net Banking,Paid,Cancelled
381,2026-02-09,CUST000381,Owen Ravel,Female,37.0,,aarushbrahmbhatt@example.net,Salem,India,FL000381,British Airways,QP4901,Bengaluru,Kempegowda International Airport,Delhi,Indira Gandhi International Airport,2026-03-01,17:00,01:00,Premium Economy,28F,PNR9730132,39397,1969.85,41366.85,Debit Card,Refunded,Waiting
4702,2025-06-23,CUST004702,Neha Behl,Male,56.0,,kbadal@example.com,Hapur,Singapore,FL004702,Etihad Airways,AI6252,Jaipur,Jaipur International Airport,Doha,Hamad International Airport,2025-09-23,14:15,20:15,Premium Economy,18E,PNR8143851,18018,900.9,18918.9,Debit Card,Paid,Waiting
3192,2025-07-28,CUST003192,Widisha Narayanan,Female,65.0,4174553774.0,tarakkurian@example.com,Bhiwandi,India,FL003192,Air India,6E7473,,Heathrow Airport,Delhi,Indira Gandhi International Airport,2025-09-09,15:30,18:30,Business,27C,PNR9926996,16235,811.75,17046.75,UPI,Paid,Confirmed
1974,2025-08-31,CUST001974,Zarna Keer,Female,42.0,9790807637.0,chaudhryyug@example.org,Siliguri,UAE,FL001974,Emirates,QP5261,Chennai,Chennai International Airport,Goa,Manohar International Airport,2025-09-28,06:00,09:00,Premium Economy,33D,PNR2310269,72079,3603.95,75682.95,Debit Card,Refunded,Cancelled
3084,2026-03-29,CUST003084,Charita Sant,Male,40.0,,anikanagy@example.net,Thoothukudi,Thailand,FL003084,SpiceJet,AI222,,Chennai International Airport,,Chhatrapati Shivaji Maharaj International Airport,2026-04-08,10:00,17:00,Economy,41C,PNR9472150,48642,2432.1,51074.1,Debit Card,Pending,Confirmed
4385,2025-12-01,CUST004385,Yatan Venkataraman,Male,39.0,543204064.0,noahganesan@example.org,Howrah,Singapore,FL004385,Thai Airways,AI5072,Bengaluru,Kempegowda International Airport,Mumbai,Chhatrapati Shivaji Maharaj International Airport,2026-03-13,06:45,07:45,Premium Economy,36A,PNR3272576,61334,3066.7,64400.7,UPI,Refunded,
1078,2025-12-22,CUST001078,Rajeshri Karnik,Female,74.0,9757767128.0,lohit60@example.net,Erode,Singapore,FL001078,British Airways,UK6452,Bangkok,Suvarnabhumi Airport,Hyderabad,Rajiv Gandhi International Airport,2026-01-18,18:30,21:30,Premium Economy,28C,PNR8406652,57973,2898.65,60871.65,Credit Card,Pending,Cancelled
1267,2025-07-10,CUST001267,,Female,25.0,4819077694.0,gchanda@example.org,Delhi,Singapore,FL001267,Qatar Airways,6E6818,Kolkata,Netaji Subhas Chandra Bose International Airport,Singapore,Singapore Changi Airport,2025-07-24,21:45,05:45,Premium Economy,30F,PNR8409175,28818,1440.9,30258.9,UPI,Pending,Confirmed
3392,2025-07-21,CUST003392,,Male,63.0,449207621.0,rushilsaxena@example.com,Asansol,Thailand,FL003392,Qatar Airways,6E5897,,Sardar Vallabhbhai Patel International Airport,London,Heathrow Airport,,06:30,14:30,Economy,46B,PNR4131930,4206,210.3,4416.3,Credit Card,,
1316,2025-11-18,CUST001316,Bimala Kohli,Female,19.0,4597382566.0,,Coimbatore,UAE,FL001316,Singapore Airlines,QR9829,Delhi,Indira Gandhi International Airport,Singapore,Singapore Changi Airport,2026-02-06,11:45,12:45,Business,50C,PNR9610863,36707,1835.35,38542.35,Credit Card,Paid,Cancelled
4456,2026-06-02,CUST004456,  Yasti Bansal   ,Female,Unknown,381033775.0,ychawla@example.net,Noida,UK,FL004456,Emirates,UK6832,,Kempegowda International Airport,Singapore,Singapore Changi Airport,2026-06-13,06:00,08:00,Premium Economy,26B,PNR8068449,41888,2094.4,43982.4,Credit Card,Pending,Waiting
483,2025-07-11,CUST000483,Ria Sundaram,Female,-5,2967512712.0,,,Thailand,FL000483,Emirates,6E1333,Ahmedabad,Sardar Vallabhbhai Patel International Airport,Hyderabad,Rajiv Gandhi International Airport,2025-08-04,16:30,18:30,Economy,6C,PNR6770606,68551,3427.55,71978.55,Net Banking,Pending,Cancelled
